text,gender
great comments on when to ask -- and not to ask - for an nda. https://t.co/p3ocqnhwxa,0
"all ready to meet joe_sugg meghansuggx and chloesugg_x tomorrow__
let the 2 hour car trip begin
 9am tomorrow___ https://t.co/8knr28vpw5",0
had a great time with the family decorating these yesterday! pumpkins all set and ready to roll: https://t.co/vq5fssecxk,1
be stupid and act like bullets dont hurt.,0
menswearlucas he done this impression of me and i was like k wtf,1
i understand protecting what's yours but there's a difference between protecting and keeping secrets.,1
there is obviously something mentally wrong with hardy and everyone in the cowboys organization is afraid of him https://t.co/xuqaflwer6,0
that half smile you exchange with some girl as you lock eyes and realize you played rage cage together this weekend,1
the picture i just got of john and bernie was so beyond funny,1
i'm so glad i found a windbreaker! i don't have anything with a hood and it's pouring rain. thank u for once walmart https://t.co/zghslfzetl,1
crazy day first the car and then the expansion protected and unprotected lists..___ nwsl,1
women fitness| an exhaustive resource of womens fitness and health -  https://t.co/adoxrwdmsv,0
&amp; beef and pork. lol.,1
five days at memorial: life and death in a storm-ravaged... ... https://t.co/7zijrsteyt,1
dolphineret you're irrelevant. are you even gonna be active? you'll be out of the league and brady will still be winning rings.,0
finding that real champion deer and taking it on for 30 such a dream. hunting for the sake of hunting? using savage rifles and bows fuck off,0
"if you're thinking about buying a home, you'll want to learn a bit about mortgages. check out the pros and cons... https://t.co/gfkb4fbbvw",0
wonder if all my internal organs are gonna be crushed and i'll bleed from the inside out cos i'm wearing my waist trainer to bed _ oh well,1
it's not even that cold and i am already hating this weather,0
please don't ever try and make me jealous bc i move on quick and i don't care__ձ_ُ_,1
just trying to go home and sleep,0
"so, i tell them i'm a pro jock, and who do you think they give me? the dalai lama, himself. twelfth son of the lama. the flowing robes",0
"ok but if they are making rape ""jokes"" and saying racist shit you bet your ass i'm gonna call them out for that https://t.co/mysod8d1tu",1
"tops_dragon sit back like this a little, it will help the alcohol run through your blood faster...*accidentally touches your hair and it's",1
"ouatemmaswan ""there's only one way to find out."" killian took emma's arm and brought it up to his lips and gently bit it brushing his ~",0
my friend and i didn't see each other all day and then after school we walked away from each other singing we belong from,1
"icanpictureit and ears as well, don't often see them, such a great pose phew __",1
"k̩rastase, thierry mugler and show decadence: the best scented hair products - the express https://t.co/kzustzlhzz",1
"theralphretort can you do me just one favor, and please play nice with her? i know you every reason not to, but i'm exhausted from this man",0
halo5guardians launch stream tonight. running the whole campaign and hopefully some warzone. see you tonight https://t.co/webkj07o1o halo5,0
you have one job. and that is to live an extraordinary life. - umair hague wisdom,0
you are the same today as you will be five years from now except for two things the people you meet and the books you read.,1
"so i've never been hit by a car, and i've never gotten stitches before and both happened within 24 hours. raaaaad.",1
"sarfeastcaff me too - nothing quite like a proper paper. some v good subscription deals covering print, web and mobile. ask times_cs",0
shawn and i talkin' all things chicken with destry jetton arizonamidday ! tourdecoops vpaaz https://t.co/ojrna9uscu,1
"hestiahdruid belghast i'm a baddie though too :p.  remember i scream at people, yell at them, and give them so much -dkp!  :",0
4231stoke ireland in and afellay out,0
retweet and follow everyone who retweets my countdown tweets to gain more  turn my notifs on too __,0
companies who make a vegan version of their product and then charge extra when it's unnecessary can go fuck themselves,0
"⡋__ gunosy build a transforming workbench, desk, and storage unit https://t.co/aeci0mcp1u https://t.co/1ulfkfofom",1
i've been thinking all day about how domestic h&amp;l's posts will be once they're out and it makes me tear up a lil lot,0
"snot_shot look, by and large, they were literally good crepes.",0
"the funniest thing i've ever said that's 1d related is still ""hey girl im waiting on ya. im waiting on ya. come on and let me eat you out""",1
watching beyonc̩ and nickiminaj practising there stare down __,0
i like your tweets and you seem fun__ https://t.co/2odedktybz,1
let's all appreciate fetus dan and phil _ https://t.co/wjxzylx4pn,0
i want coffee. and i want my bed. right now,1
forex vsd system for day trading on m15 and h1 timeframes! https://t.co/qlodm7gqxd forex https://t.co/bcnomfqwi3,0
marylene58 awesome! that's my favorite verse . prayed it for many years and then ended up moving to the mountains of nc! lord answered pray,1
"alexdavis544 ""when i get back on my feet, i'll blow this open wide, and carry me home in good health.""",0
"recoveryzero when he ate the fish in the movie. god no no no 

and the teeth and the mouth. 
no no no",1
don۪t sit back and wait for life to happen to you.  have a plan and take the needed steps to create what you want.۝-stevemaraboli quote,0
so weird growing up and looking at paying for bills and stuff,1
9 demon dogs that want to haunt your dreams and eat your soul https://t.co/8pi3if4tnb,0
askevanscycles hope so - did the callander ride it this year and it was great!,0
atticus_amber ronjatimber richarddawkins what about people who care and love unborn babies. should their suffering also be counted?,0
"shu, hyaps, wolff, and royale are confusing me w their similar icons and i'm just like ?????? as i scroll my tl now",1
samgreenx 3 jason's and a pint of stella on the way to skegness will be just right,0
lfc on wednesday we should start with bogdan in goal. in defense our back 4. and henderson and alan in midfield. then sinclair and ibe as:,0
give me a museum and i'll fill it. https://t.co/b8szicbiyf,1
correct- if jesus is god and god is jesus then jesus fucked his own mother-disgusting christians https://t.co/ebedsuchzt,1
"paulwkennedy breakfastnews - humans have been eating meat since caveman days......and did you know, vegans die too!!!",1
"team with david west, puss n boots, jerry west, russell westbrook, and derrick rose",0
ava elbowed me in the eye the other day and it still hurts!!,1
make her smile and she hooked __,0
where do i sign up for a study?- mice find shows promise for 'rapid and robust hair growth' in bald humans https://t.co/fxzfibbqed via cnet,0
"""we're beyond lost and on sinful path. wallahi this is so sad.may allah guide us all to islam.earthquakeinpakistan https://t.co/iec3c2inpz""",0
i'm going to see nightvaleradio on saturday and i might faint,1
i'm still getting through prettylittleliars and i never want it to end,1
"hank sauce turns up the heat and impresses the crowd, one bottle at a time hank_sauce thetowndish seaislecitynj  https://t.co/ih0p9rm4wd",1
"some of the shit my friends conversations turn into, safe to sat many people would be scared and weirded out by it :d",0
charlie sheen on two and a half men is kind of a idol to me him and soulja boy are pretty cool and pivotal to me,0
kevin hart is the _թ! that takes skill to standup in front of ppl and your one responsibility is to make them laugh!,1
samsungmobileus how do i fix this issue? getting so sick and tired with all these issues with samsung devices https://t.co/fipks6elnd,1
"d0ubleshad0w dammit
woooooooo
today was my least productive day ever and it's only going to get worse tbh",0
make sure you try microwaving leftover peeps when you get sick and tired of them after halloween fnichat _ https://t.co/rekmfec25t,1
i'm sleepy already and it's only 9:20 pm tf,1
daphnekiko hahaha yep ____ pinkish sunset!! and i saw rainbow some more that day! _,1
"mood spirit of jezebel control revelation 2:18-20, 26

a war goes on in today۪s church, and the_ https://t.co/lpychstwpp",1
won't you come here and spin with me? i've been dying to get you dizzy.,0
"the sunset and the lake.

https://t.co/dckeyfe5zb https://t.co/pq8rrkwvz7",0
unreal weekend down london! back to wales for a few days and then back to boro for a weekend at home happydays,0
"a memphis mailman was robbed of his pants shoes and wallet, and the robber hasn't been arrested.  https://t.co/giokbhqeil",1
"how to make marriage of pr &amp; marketing work? clear kpis and meetings, meetings, meetings https://t.co/zx5dthgud0",1
sxnnyy and the window was beside me and i was freezing too.,1
keep your goals in front of you and your fears behind you. - tony robbins quote,1
"all right, all right: matthew mcconaughey and adele are coming to 'saturday night live' https://t.co/0lex0yfhez",0
"people are work or so damn nosey, making up stories and shit lol",0
"the people here are so friendly. probably because i'm a regular and buy 1,000 diet cokes a day. at 7eleven https://t.co/nnvnvnqssu",1
meat and shake was deeeeeecent mate,0
apologizing doesn't always mean you're wrong and the other person is right. it means you value your relationship more than your ego.,0
"and there are still just 2 kinds of candy in this world:

1. great candy
2. candy i'd eat if we ran out of all the great candy",0
"deductivesh 
*smile and pet your curls*",1
liking patsy and edina.....or even ab and fab _ԍ https://t.co/w79gjzalyh,1
i love it when my room is so organized and clean. that coffee will be the death of me lol,1
remember when plastickimmy turned on plasticbieber and plastickimmy turned out to be a guy and he exposed plasticbieber,1
wcwworldwide because i mean they went down this road already and clearly saw he wasn't their guy...so what changed??,0
"love that station... walk the 5th ave and suddenly on your way is this great building.
maricla kandzorra https://t.co/wgwzh0dryo",1
so i'm baffled that there are people who try to block speech and consider themselves progressive. if it quacks like a fascist... censorship,0
and i got my niggas with me yeah yeah,1
i received a blessing and a lesson in the same damn day,1
z100newyork post atmosf3ars and eviesanidiot's pic with halsey from badlands underground!!!!!!!!,1
"german phase 1, unit 01-05: learn to speak and... | audiobook  simply audiobooks https://t.co/q7hmvz0rpt",1
the best fashion instagrams of the week: nicki minaj and more at fashion week https://t.co/yeodgdy8c8,1
shoutout to my barber for being honest and telling me i'm growing gray hair _ԫ_ُ,0
" played birthday by katyperry, magic man by officialheart and 2 more songs at anytimefitness : https://t.co/m8ul8jljdl getrockbot",0
"*groans and slams the mathtext book shut. picks up his phone*
no messages...as always",0
"loves these moments!
the first look between bride and groom _ե
makeup by moi using noirlashlounge_ https://t.co/rxanrao0td",1
"things i usually have a whole lot of and cannot control:
1. sass
2. frizz",1
"taintedophidian -buy me a new wardrobe, i'm down to dress robes and like one pair of boxers."" his hands were already lowering, now at the-",0
adoptionwales we adopted a 4yo over 2 years ago and he's experienced loads of 'firsts' with us. every one a privilege and a joy.,0
jsnider33 and look at the turnover on the d-line from last year to this year. and they still blow! but no it's just the players fault.,0
"and endurance produces character, and character produces hope, -romans 5:4 wordtomypeoples word",0
we just had maggi purchased on black!!! and we have the news that its gonna be back!! maggiindia bestdayever https://t.co/qx8oarmwlz,0
"and yet another reason to go vegetarian!

savethepiggies  https://t.co/evzm2torbj",1
gained 36 followers and lost 1 stats by https://t.co/75z6dpm6mm,0
christian wood isn't the issue. though the soon to be three years and 10s of millions of unused cap space are. https://t.co/8ms0fic72e,0
michelleslife98 i'm sitting at his desk right now and just watching them___,1
3% and a good hour bus ride to work,1
"12 yr old girl: i've dated a guy and a girl before
other 12 yr old girl: i don't even date boys. 
why tf you dating at all?! you're 12",1
can beyonce &amp; nickiminaj just make an album and tour together already? feelingmyself queens,1
"i just found a short story i wrote last year about getting clean, and it's coincidentally pretty similar to what caused me to get clean.",0
i asked my mom for a ride somewhere on thursday and she said she'll see bc she has a doctors appointment friday. i don't understand....,1
"conflicting stories between borno state governor and army chief, on boko haram occupation https://t.co/lkyw3jnaxm",0
"ladies and gentlemen, allow myself to introduce myself",1
dhinchak_ beta earplugs music on and sleep,1
i am so hungry and i'm craving a fatass torta,0
madisonellebeer i love you and did you give the jacks the letters???,1
 played are you happy now' by megan &amp; liz and bad for me by megan &amp; liz at bwwings : https://t.co/d6ocmbbozt getrockbot,1
"the difference between genius and stupidity is: genius has its limits.
ۥ alexandre dumas-fils quote",1
"beckybedbug tarja turunen in her younger years! hbc in the burton movies. and, of course, morticia addams. fbloggers",1
i need to review the skin chapter and study for my midterm this thursday.,1
i entered to win a $150 babies r us gift card to try out playmation dentistmel giveaway  https://t.co/mmwhmmkkys,1
doing pediatric sonography powerpoint listening to gloriaestefan let it loose album.  i'm  29 and loving her still.,0
my eternal mcm is of course a huge dork and also the true love of my life aka chris evans _ٍ a toast_ https://t.co/vfu3b2irrh,1
kellyjahnigen like the box of tupperware and my black dress specifically? they weren't in the bags,1
_bonga jussdatip twas lemon and herb,0
larrayox its my birthday! and all i want is a notice from you._,0
thats for me to know and for u to find out,1
i have no idea what dj looks like but i've seen at least 12 different angles of c and l ________________,1
s/o to cw_network for having the current episodes of supernatural on their website and not forcing me to type in my tv provider.,1
"you and me we made a vow
for better or for worse
i can't believe you let me down
but the proof is in the way it hurts",1
in phoenix you wear flannels two days in a row and people think you're wearing the same one from the day before,1
mdwsyd it does. the house of lords increasingly demonstrates the benefits it brings of expertise and independence.,0
this is my cat darla she's very fat and she hates me. : https://t.co/ru0jien3ya,1
jessejackmanxxx hustlaball_bln i hope so too! i like you all so much and would like to talk to you...,0
when ur sad and your friends make you food _٪_ե,1
"joelosteen ,thank you.i still await my financial breakthrough in jesus name.please pray for my reunion with my wife and children.",0
apparently you're supposed to drink at least 2 litres of water per day! it's nearly 8:30pm and i'm only half way! _ https://t.co/hzmhuqsv0t,0
"even though they might not appreciate it or acknowledge it, always go above and beyond for them. it will pay off soon ;",0
"i'm burning and i'll blacken my lungs, boy you know it feels good with fire back on your tongue. panicatthedisco afycso10years",0
we be there for him and do everything for him and all he say is you don't love him__,0
stupid and sad,1
kkn_666666 _mans00r and finally,0
"non-being, nothingness, and the power of the nexus https://t.co/rvhibugkwq",1
j13--why is this such a hard decision when it is 2015 and our president is african-american? https://t.co/xgzurpduzl,1
"and she's yelling and she said "" because.."" and he said "" because , inside voice please. thanks """,1
i'm still fly i'm sky high and i dare anybody tryta cut my wings,0
forex vsd system for day trading on m15 and h1 timeframes! https://t.co/m9pt0rqsy4 forex https://t.co/ptkhdm7xxl,0
"guys can we get some ayaotd, hey dude, and salute? kinda over the cartoons we always had those. gimme my 90s shows!! thesplat",1
"if you don't value your time, neither will others. stop giving away your time and talents- start charging for it. ~kim garst",0
if this isn't jesse and spencer then idk man swain_kenny mrbarrywest mrdylanchapman https://t.co/z01rpglynm,1
the difference in my mood is one person and a dead battery.,1
bc i couldnt sleep for a blink now im having a cup noodles and iced coffee _ is that weird? no right? haha /fml/,1
and nothing will be impossible for you. -matthew 17.20,1
michael5sos i heard it and love it so,0
listening to checker finn and harold levy at the hoover institution discuss how we are failing our brightest kids hooverinst holevy,1
djmaleko thx for the follow and cheers from texas!,1
basedfahim thanks man and i'll never know,0
that's between me and the sender lol,0
"yup... i could see it coming and it actually happened...
wish articles wouldn't post pictures of _____'s face... spoilers! thewalkingdead_",0
i'm tired of coughing and having a sore throat _,1
rexanneperry1 quinnqueens and other things that go bump in the night https://t.co/xa8siab83h,0
digg wrong! bacon and sausage aren't cancer causing because they're meat. they're cancer causing because they're radically industrialized.,0
darrenbigmore mate they are awesome just need the legs to go with them now and i'll be ok ____ԍ_ُ,0
i just wanna sleep and sleep and eat pizza and sleep,0
mar1a_horan musomasfbi2015 and dont make a temporary solution to a permanent problem,0
don't want a job where i gotta take work home and do it on my time _٪_ُ_,0
this trial began the era of sensationalization by the media of the courtroom and i love it  and hate it   https://t.co/je8z0sx9ei,1
nigel_daniei she's probably high and is trying to keep it low key,0
jessica_josie04 ayee hush and take my money lol,0
thatjeanagirl_  you and me both,0
mattjones36 damn... all the hard running he does and he goes down stepping on his own lineman.,0
i remember one time when everyone was messing around and i got licked by a firework to my back. i laughed it off. but tbh it was _...,0
can't wait to get off and get my baby jl _,1
always i spend my time with your songs and ur movies thank you for what you do for us...srbachchan https://t.co/qi7g0vhbxl,0
"contreras - and his smooth, powerful swing - sends one to deep cf. great catch by whitesox engel,soto scored on the play. 1-0 mesa",1
10 minutes later and i finally got it on https://t.co/dirpnlf5mr,1
tewhalen and i've heard the schools -&gt; home prices thing from a lot of people anecdotally. don't think anyone's formally studied it.,0
"jeffmaddox2 thanks! i have a ton of fun writing, and it's always a great excuse to ride somewhere new.",1
"just watched mdtp here in allwood six, clifton, nj. my 2 sisters and i enjoyed the movie immensely. it reminds me of bride for rent.",1
gurmeetramrahim blockbustermsg2 grand salut in bergamo italy and green s welfer fors,0
california which beach do you like the best and why?,0
me and my addiction to scorpios __________,1
so how many times have you listed to sorry today? i'm rounding up to 30 quick here and the day isn't over. sorrynotsorry,1
seezyskitzo stainseb semharp eritrean lowlanders were massacred by imperial army 1960s and 1970s.,1
"chy_leigh i send you a lot of love and support from france for tonights big premiere !! have fun chyler, je t'aimeeeee __ቝ_ supergirl",1
new hnt leaflet available! remousprint. pls contact if you can display &amp; help spread wordraise s for hnt sen kids and fams dorsethour,1
laprasrider invite me the next time you do and i'll be there,0
when someone asks you for a lighter and you say am i dancing sexy yet,0
"eyepatchciel_  she saw ciel and walks up to him tilting her head ""what's pathetic ciel?"" she asked softly",1
"when u sitting with mum and the nudes drop 
__________________________",0
"to address this problem i may have to get money together and buy jumpers, i'll no longer be cold when i wear them",0
y'all really don't understand how crazy it makes me that if i say sprite and my waiter brings back a sierra mist i can tell the difference!,1
i made someone quit on myteam!while up 16 and they gave me a loss. nba2k ronnie2k ld2k fix your game!,0
"she is wet and horny, see all her nude snapchats for free!!! : primegf https://t.co/anuroj6vqe",1
michelledbeadle is smarter than marcelluswiley and he is smarter than greg hardy!,0
"the movie is here: https://t.co/zigg6jwbxn
girl in sexy stockings valentina nappi does great oral and perfectly ta_ https://t.co/98zkafbu0c",1
good afternoon wonderful friends - from paul and turk at forest park!  have a fantastic day! https://t.co/xr37xmqvii,0
"chalkone snoov603 inb4 someone find where snoov works and calls him.

for a job
muhaha",0
where did these gnats come from and how do i banish them,0
chloroformghoul allow people to talk on text and drive? drive drunk? no? people are too stupid for freedom. your theory is a dangerous one,0
went to target for 2 things so of course i come out with 12 things and end up spending $65 ____ i have a problem,1
msnbc is nothing but liberals and socialists who have terrible ratings. https://t.co/cafaewsb7t,0
"feimm ugh same, my mom thinks that every girl around me has a crush on me, while all we do is drink and talk about boys......",0
"yasmin_ratansi hi!! yasmin, it's team hawkhoque and alec we forgot our hours and would love to come and get them. have an awesome day.",0
amandadannielle on the app. you can order and it will tell you when it's ready to pick up. i order on the train and pick my order up,1
"yorkshiregunner fair dues mate.the game is all about opinions.keep it up.on the other hand,i hope the ox proves you right and comes good.",0
"she was 10 years old and thought she was having a tummy ache, turned out she was pregn... https://t.co/lorzaj6eik https://t.co/vdx0mo8zv6",1
taco bell dates and t-swift jams with this girl make my day. britwil2014 https://t.co/p5grfvkfez,1
alphaomega7 what sz are those db frees and price?,1
this margarita is strong as fuck lmao..ima have two of these and go.,0
"patrickanderso_ why not hov lanes for buses and cars where 95, 195, 4, &amp; 6 are 3 or 4 lanes wide in 1 direction?",0
*goes to school cafeteria to get a croissant. leaves with an entire crispy chicken sandwich and fries combo.* aboutme gpoy,1
chastidy_ i asked you to marry and cuddle with me every night so am i just not important or something,1
allyconanan lmfaoo i'm sorry i just saw this now! and umm no i don't think so...__,1
deals &amp; offers : https://t.co/adbisv9fof 6801 sekonda crystal eclipse ladies watch and bracelet silver &amp; gold gif_ https://t.co/1w0i4ya7ff,1
"when halo3 launched at the bfi london, ms held a live halo match between celebs, inc' ll cool j and carmen electra https://t.co/vmch4ubk8l",0
jonbeetle uktrichat i don't know thought it was a extra event.i need to do a im 70.3 not sure when tho. local middle distance and lcw 4me,0
"everybody white and i am black , this teacher really don't care about my racist needs during group work",1
"growing and engaging with the right tweeps - gained 2 new followers in the past day, courtesy https://t.co/briptxfz3o",0
laurenann01 you and me lets do it i dib being napoleon,1
just got my car washed and the rain got it back dirty,1
reneegraziano my boyfriend and i were the ones who held the door open for you :,1
recent social media articles nicely categorized https://t.co/pdln8myscg strategy privacy startups corpgov reputation bigdata and more,0
i jilihygust voted for justinbieber for artistoftheyear go here https://t.co/nvyxm6t46y and vote for your favorite!  amas justinbieber,1
chelseajautakis love and miss you!! need to plan time to get together soon _ե,1
mrdecatur217 difference between us flag is that flag represents us all. worts and all. confederate flag has been us to only intimidate me.,0
you live a bland and lonely life and i predict that you will remain single forever with 10082922 cats https://t.co/txch0cyilo,1
"you are, after all, what you think. your emotions are the slaves to your thoughts, and you are the slave to your... https://t.co/sslsikw8oo",1
"143redangel its ok angel things happen for a reason and i know god has plan for u, a better project than darna. god bless",1
michaeljwaldron both showings sold out and massive queue already ;-,1
"labourlordsuk and libdemlords be like 
taxcredits https://t.co/jjai54nwqc",0
i mean isn't it the greatest day of your life?! and poor josh..____ https://t.co/5xhixtmtbm,1
"cfbmatrix yeah that doesn't have a ring to it. plus, texas and ou need a whipping boy other than kansas.",0
washboard_92 russian is so hard to learn! i'll be fluent in my next life as a sexy and wealthy russian pop singer. realvalues,1
i was 5'7 1/2 like a year ago and now the nurse is telling me i'm 5'5 1/2... after checking twice to make sure she was right?? ____ُ_,1
"okay, but i didn't get triggered at the gynecologist today and that's like... huge. like.... astonishingly huge.",1
controversy and humor are great conversation starters on social media. how do you get the discussion going?,1
acccbuzz glad to have attended and be a speaker.  excellent meeting!  https://t.co/dtzo0wixbn,0
"if you use social media for business and pleasure, divide your time so you stay on track with your business goals.",1
"zeemills ""oh!"" that makes since. ""i thought they were random people and you were freaking me out.""",0
raudi surprises me more and more every time __,1
beauchampmrs *stirs and sits up* you okay?,1
music and thinking y she haven't text me back yet,0
"i was looking at the stars and i know you were looking at them too. i think of you and i know you think of someone else..
love",1
daniel_dudley shocking and sad : mis2015,0
anniefinn i get excited when i've no 5.45am session in the morning and get to lie in til 6am!,0
forex profit predictor by derek frey and john rawlins-520% return in 3 months! https://t.co/hisn9zhvhz forex,0
and when you were away___ https://t.co/eqyuzziecv,1
all of my classmates are committing to marriage and i can't even commit to a subscription with sling. 14daytrialcanceled,1
. . . you will find him if you seek him with all your heart and with all your soul |deuteronomy 4:29|_ https://t.co/4iwejb3dei,0
"her daddy need to hurry up and come home ,he gone alwys have her__",1
"hi harry_styles _
sparksflylarry 's birthday is today!! __
so can you make her dream come true,
and follow her? pls, she loves you _ե 
-185",0
should demi run for president and call herself pootus,1
i've always wanted a photoshoot but i'd be terrified of standing there posing _ and if i ever have a 'hen do' i'd have a spa day then anyway,1
thebig7th jake and thor asked for the best hair.  got it right here in the big apple!  let's go mets! https://t.co/woketqv9l4,1
pratt  we use optimizely. they have a great ui and it's easy to use. the tests are easy to set up and their support is  phenomenal.,0
happy birthday b_ love and miss you tons!!! hope college is treating you well_ https://t.co/avv1w7xwsg,1
i'm watching this week's twd and ready for what it brings me,0
"go to the places where the poorest, the abandoned and the dispossessed eke out a pitiful existence. go see the real world! blackwillow1",0
"destinythegame bungie you guys have outdone yourself with this halloween event, the thriller dance is hilarious, nice work and keep it up",0
i miss going to prentiss every holiday and summers man.. i miss my childhood and teenage years.,1
"daftcario i only have the reach poster, halo 3 poster, oras poster and a splatoon poster.",0
i'm at a bar in the united states and there's still a lot of white people who are way too confident with their dancing abilities.,1
"imperfection is beauty and madness is genius
marilynmonroe quote https://t.co/kckhudvrzy",1
// there is no number for what i need you piece of shit service. what is the number for you're a fuck and i hate you?,0
the only difference between a rich person and poor person is how they use their time. - robert kiyosaki,1
"when you're a person of color, and you're conscious of the hurt that is caused by white folks, you will be angry. you will be livid.",1
you could be standing under 37 stories of steel and concrete with a 150 gallons of nitroglycerin strapped to the support...,0
can everyone tell that i'm listening to old music and missing randy? good.,1
"motivationmonday: my challenge to everyone is to learn about your heart and to nurture it as much as you can,... https://t.co/s0bggpjhxa",1
happy 1638th__ hope you have an awesome day emily and i miss you lots___մ___ٍ_____աi put your doppelg_nger in there too https://t.co/lpe7rghcfx,1
so much work and no time.,1
missing girly nights with kentways_ and lnorman95 ___ُ__,1
more grey goodness was waiting for me at home _ԏ_ُ - thank you my nordic loves junarosefinland and_ https://t.co/00irccrrhb,1
go thou in sb and do likewise! chairmanramos supervisorjosie sbmayordavis rmhagen sbsun  https://t.co/r36sfklfl3,1
if anyone of my followers would do a video in there youtube channel. shouting out my youtube channel and twitter. i will do the same back.,0
this constant gloomy weather is making me gooood and sleepy!:-,0
"mikebatessbn so, manfred's right, the diversity of mangers seems to ebb and flow a bit, but there are reasons why it's ebbing right now.",0
"articles on supplements, minerals, vitamins, reviews, workouts, and bodybuilding: https://t.co/a4z4vlp51m 
fitness motivaiton",0
deavonnie your a mess. i'm gonna start working through angelica and vicki,0
i should go home and clean my car...or not.,1
"romance, love, passion, suspense, and a little bit of magic! your soul was made for mine by c. l. hunter... https://t.co/wnbanrqwjy",0
forex profit predictor by derek frey and john rawlins-520% return in 3 months! https://t.co/su28auk8xs forex,0
i made a chick fil a quesadilla and its amazing god bless like no joke im going to cry watch my snap story for proof lol,0
"by nick tattersall and orhan coskun istanbul/ankara, oct 12 reuters - aside from a carefully worded statement urging unity, president",1
a few details from chelsea and jareds wedding. https://t.co/sgp6joozgo,1
"""there is a season for everything, and a time for every purpose under heaven."" -ecclesiastes 3:1",1
tennismatador perfect. ...and i love that scene. ...,1
ion know what i wanna eat forreal . i want rice but i'm tired of donnas and mall food,1
vrumi is like a 'daytime airbnb' and connects prospective daytime renters of unused space in homes with owners: https://t.co/qxgjrbc0bw,1
"when y'all recognize that ""title"" shit is jus mind games and gimmicks fueled by social media &gt;&gt;&gt;&gt;",1
"skyhelpteam : hi. no, it is still showing the wrong programme on the guide. it looks to be an hour out as it says bim and bam is at 7am.",1
"sylvie guillem, tamara rojo and anna pavlova aced the ballet round! universitychallenge",1
"socialmedia is not just selfies and memes it's also serious crime fighting. whatsyoursuperpower?

https://t.co/l2hcwpaiy8",0
getting confused between tampons and tax credits tbh,0
dozens of people followed me and 22 people unfollowed me // automatically checked by https://t.co/fbvcqss3eh,1
brushes that you stare at all day and not ever wanna use them in fear of ruining their beauty. next_ https://t.co/osde4kjn4p,1
"harry_styles thank you for being so genuine and an incredible human. you're so selfless and humble, would you mind following me?  108,645",0
"got to the counter today to find out the highlighter i wanted was 49, it was too late to turn back and now my bank is in tears lol",1
lilyjohnsonnnn obv you would want to rewind to a time when tess was with noah and not with h bc u looooove him,1
reebokclassicca livestockcanada had to wake up at 3 am est to make sure i did! stoked on the product and the buildup on twitter!,0
i mean it takes me whole day to sit at a spot and make it warm and then someone comes and tells me to go to my room like wtf dude my life!!,1
i wish i could go back in time and stay the fuck away from u!,1
"indian aunties love to ask what we're studying at uni and then compare us to their children, ok then___ُ____ُ_",1
a class just for the beginners!  men and women of all ages are welcome!  tuesdays and thursdays 8:30-9:00am... https://t.co/xwdioslpu0,1
marie_babb got about 1hr and 20min till i can head home. almost got it licked,1
onboardly can you reference that post on my site and me by name instead of business2community. here's the link: https://t.co/ixygfsuw6f,1
different_name ianmurraymp nicolasturgeon so it's gesture politics to be strong opposition and vote the cruel cuts down? abstention weak.,1
if you still wear vans with skinny jeans in college please stop. you're not in a boy band anymore. put your heelys away and grow up.,1
i've been watching fantastic four for 10 minutes and i couldn't resist the thought that this is a mini house of cards casts reunion. hahaha.,0
"omg i know people don't mean any harm by it, but mississippi state and university of mississippi are two different schools! _",1
my birthday is on wednesday and i'm not really sure how to feel about it _,1
5xnatl_champs lmao i was about to die with that shit as soon as pen hits paper the planes will be up and running,0
prom_qu33n go to rdu and ask for safe quarter,0
and the straight one cheated on me.,0
"i showed my mum tyler's video and went ""ismt he such a queen?"" and she went ""no"" idk how she couldn't tho___ե https://t.co/u5l6tpfozj",1
"happiness is when what you think, what you say, and what you do are in harmony. mahatma gandhi https://t.co/s6almivncj",0
so i stood up and i got bit by several snakes!,1
are daniel and majella on in england or is this treat just for northern irish viewers?,1
kyleeputt i was at university spirit today. saw this and thought of you! https://t.co/mtnqprykhw,1
nekudge radhabalboaa i made it. and you can only sign up with your humbleness. ε,0
bullandfox my knock on benjamin is he stood and watched that first play instead of blocking the guy who picked up fumble,0
bitches ain't shit but hoes and tricks.,1
samnorgard girlposts then you'll take an hour and a half to get ready lol,1
the perfect allergy-friendly and gluten-free fall treat! check out our new recipe! - https://t.co/yyrdyqqqgv,0
im so hyper and im in the library,1
artist unknown and i can usually track them down https://t.co/ndmr0lmotb,1
i have so many tests this week i'm so stressed and i'm gonna cry but it's fine,1
rabrizek being upset because youre spending thanksgiving dinner there and im spending christmas dinner there and its so close,1
my prayer goes to those affected by the earthquake. massive loses and grief. may god help then all. __,1
donnaditota1 probably a nod to 1 pitino; 2 lee; 3 very talented trio of freshmen; and 4 onuaku's projection as a first-round pick.,0
"it's that time of year where one of us says ""what sounds good for dinner"" and the other says ""two pounds of roasted cauliflower""",1
"and her woe began to run afresh,",1
the kittyface when there's only one cracker left and she took it. catsofinstagram instacat_ https://t.co/jnqzp2nnwo,1
i wish i'll meet him someday and tell him how much i love him https://t.co/akeyslrxlf,0
mcm goes out to my one and only ___ realeliascarr,1
i can be the best and i can be the worst,1
lisaswilk secutedainty eonianhes ok thank god. no i hace chem hw and english quiz tom,0
"newrelease the lies and truth duet by rachaelauthor is live
oneclick your copy today:
https://t.co/dovnivnuhj https://t.co/vtwbsmawq3",1
